topic,topic_word,weght_topic
10,мой,0.0035746214
10,молодец,0.0035134805
10,человек,0.003509963
10,гриб,0.0034767836
10,привезти,0.003462629
10,идти,0.0034192624
10,позвать,0.0032739916
10,спать,0.0031716288
10,иначе,0.0031497774
10,взять,0.003133578
10,танк,0.0031007302
10,белый,0.0030590454
10,монить,0.00298926
10,уснуть,0.002979222
10,тарелка,0.0029539368
10,какой-нибудь,0.0029505892
10,свет,0.0029434094
10,полгода,0.0029317918
10,найтись,0.0028188112
10,знать,0.0027848263
10,вовсе,0.0027784025
10,список,0.002639899
10,германия,0.0026161058
10,собачка,0.002583945
10,вытащить,0.0025522637
10,нога,0.0025256479
10,охотник,0.0024810666
10,девица,0.00234529
10,ножка,0.002345201
10,спортивный,0.0023216913
10,выключить,0.0023211308
10,круглый,0.0023134223
10,интеллигентный,0.0023075554
10,мягкий,0.0022868481
10,область,0.002285255
10,обойтись,0.0022768492
10,дикий,0.0022351444
10,тихий,0.0022330687
11,отвечать,0.016636249
11,пьяный,0.01557964
11,объявление,0.013214688
11,больной,0.013040601
11,нет.-,0.011632084
11,решить,0.011207137
11,написать,0.009340718
11,самолёт,0.009132797
11,бежать,0.008935225
11,придумать,0.008061793
11,смеяться,0.00745855
11,15,0.006642557
11,газета,0.0065377527
11,падать,0.0063827825
11,давать,0.006357232
11,предлагать,0.00634016
11,приезжать,0.006318227
11,вернуть,0.006061723
11,скорый,0.005866397
11,руль,0.0057851607
11,завести,0.0057424293
11,к,0.005735674
11,свободный,0.005718522
11,подъезд,0.005673776
11,группа,0.0056721256
11,порядок,0.005542276
11,помощь,0.005366633
11,отдыхать,0.0053250478
11,проститутка,0.0053246645
11,врать,0.005276811
